source,target,count
Sandra ?,TraedRuffles,1
l'origine du monde,cxlturx,1
Ramon Perell�,RaphaelMinder,1
Josep Roura #1O #SI,jaumeclotet,1
Jorge Martinez,marieta242003,1
squantum,FonsiLoaiza,1
LQDM,marubimo,1
Amancio Amores,davidbroncano,1
Oskar?Lucentum,OskarLucentum,1
?????R?A???,salocinuy,1
marisol solari,begocandanga,1
Priscila Gurrola C.,perezreverte,1
Tom�s,jdoedoe101101,1
Beatriz M.,elmundotoday,1
Sergio,IgnatiusFarray1,1
?drGE?,AnonymousPatria,1
Jes,Jesanticomunis,1
Juan Serra,PSOE,1
?Ingrid?,Berlustinho,1
DruidaR,AntonioMaestre,1
Margarida Aguilar,revistamongolia,1
Edecio Garcia Sosa,marianorajoy,7
lis,el_pais,1
Antonio Aranda,japtapias,1
Guillermo Revuelta,AbelAmon,1
niskas,CDRGoticRaval,1
Jaume Calv� Colomer,altamiranoMLG,3
Gia Marie Carangi,UltimaCalada_,2
OTO,sampinsss,1
Sonny Daes,nytimes,1
M jose Claver,RogerDomingo,1
Hawar Hamid,hisham_melhem,2
El�as Rosales,jorgeramosnews,1
eduard enrique amaya,alfreserramanci,1
Jorge Velasco,La_SER,1
Ven-Ital-Usa,DLaraF,1
Savi Distret,sergimulero,1
A. S. Garrido,Herzogoff,1
Monique Jolie?,govern,1
mementobcn,AEscohotado,1
Alberto CoMparte,mari_kuki,1
Mario Alcota Condori,PabloBivort,1
Compa Dainz�,bbcmundo,1
Ferran R. Moya,pilaraymara,1
Eva D�mine Terr�n,LaVanguardia,1
miguel,MiguelUrban,1
david,elmundotoday,1
Adelfo Regino Montes,el_pais,1
GARGANTUA,eljueves,1
LauritaK,juan_amorin,1
JohnnyWTF,cl4usman,1
IM Sirius ?,JulianAssange,4
Holanda73,Pedro_Arancon,1
Andra,CelopanYT,1
jo,protestona1,1
frankg,ierrejon,1
Orgullo Espa�ol ??,GhostHunter342,1
Mar�a Paz Casals,mossos,1
Michelle McCaughren,NickCohen4,1
silvia,Lorenasm17,1
GH taxi,Pablo_Iglesias_,1
Daniel,XSalaimartin,1
Xavi Mar�n,unisxrepublica,1
JVdhA???1.O???rev,toniaira,1
Vita Retes,Cat_Lliures,1
Arturo Taibo,Herzogoff,1
Kurco,teleSURtv,4
el cirujano politico,ahorapodemos,1
CONCHA ZARAGOZA,ECEspana,1
Manolo Pic�,VilaWeb,1
David William,AzadiRojava,1
Emmanuel,Amaka_Ekwo,1
JOB LOPEZ,ylibranosdelpan,1
josep bru�ol,frandepan,1
raquel,agarzon,1
Claudia Molina B,marioaguilera4,1
Fray Guillermo,PabloTilo,1
?? ????,JulianAssange,1
Claudio Omar Riob�,rinconet,1
Juan Eduardo Mendez,Izquierda_Tuit,1
Gervasio M�rquez?,petrogustavo,1
Gustavo Donat S.,todonoticias,1
Javier Liras Mate,elprogramadear,1
Baby Perita ?,VidalQuadras,1
Angel Liendo,Watcher_Ven,1
joan  #DUI,GeorgeKerevan,1
miki93716,rustschuk,1
Bob,Haitch7,1
Cristina Maria D�az,ronaldtheboy87,1
hideoshi,Juinacio,1
Bella Segovia,iescolar,1
TONI SOLER,CDRGoticRaval,1
250,vinates,1
Beatriz Elena,NoticiasVenezue,1
JM,ldpsincomplejos,1
Adrian Hernandez,DaniMateoAgain,1
Manel,FonsiLoaiza,1
Dudu,XSalaimartin,1
En Route !,LesFederalistes,1
Xavier Peris Giner,x_tic,1
Tito??????,Ajaumandreu,1
Tolrich ||*||,ActualidadRT,1
AURELICAZORLA,gamerowsky,1
All of me...,EspejoPublico,1
NaeeBooGotchuu,seankent,1
Marcel Ban�s i Ban�s,jeremycorbyn,1
Mar�a Xos� D�az Rey,davidbroncano,1
Mari Carmen,Aixinetas,1
Pilar - (DUI),odonelorza2011,1
ANGEL MARTIN,RickyPNewins,1
William Jimenez,VTVcanal8,1
Lluc,mossos,1
Emilio Ben�tez,Pablo_Iglesias_,1
Marival,anhela_,1
Juan Fierro,elarachan,1
o==[]::::::::::::::?,20m,1
Eduardo Rocha J.,GINER,1
Aledesca,elmundotoday,1
Carme Carrillo,hernan270270,1
Galo Luque,el_pais,2
imaggine123,JulianAssange,2
Paco Oliva,joandvilafranca,1
Montserrat Creus,ActualidadRT,1
ABF 02,Nanchinho,1
Hiken no D. Ace,FrenchFCB,1
Fo,elmundoes,1
Minerva,Spain_Cristiana,1
Marina,btvnoticies,1
Bermejo,Pablo_Iglesias_,1
Roboto,Kathyyx_,1
Reva,Pablo_Iglesias_,1
Granada Vida Apuntes,jg_dominguez,1
Albert Carb�,govern,1
morsemua,lmpg_twi,1
Lactobacillus,JacoboWong,1
Deimy Ventura,JLFont001,1
victoria,lamarea_com,1
Miguel Lopez,victor_jajaja,1
Andreu Orte,CiutatsE,1
Yenedey Ruiz,ifergar83,1
J B,HugoCabezas78,1
Reis Juan,ActualidadRT,1
consuelo p. ugena,estherpalomera,1
Docgoyo,docgoyo,1
azofra.bcf,YescaBurgos,1
Marta Rubio Parcet,btvnoticies,1
? M. Jos�,elperiodico,1
mps,cxlturx,1
Iv�n Vera Delgado,El_Ciudadano,1
Filumestre-Rep�blica,UsacEsPueblo,1
?Always?Be?Yourself?,StegenismoFCB,1
Alex,Gol,1
daniebomber,RaphaelMinder,1
Victoria P�rez,focusings,1
Adri�n Fern�ndez,rglloria,1
Emilio,DeniseDresserG,1
Gian Marcos,SC_ESPN,1
Miguel Alarc�n Ortiz,perezreverte,1
Virginia G�mez,jmdelalamo,1
I�aki ?,inakicubana4,1
BegoSinMiedo #UP-IU,Xuxipc,1
J Gal�n,DolcaCatalunya,1
Paula ??| HER,ashdxmples,1
manel garcia padreda,GINER,1
Erisios StopTTIPCETA,protestona1,1
(((Kiki))),KeeganNYC,1
ANN SKR �,davidbroncano,1
Cs Calvi�,CiudadanosCs,1
Fran Gonzalez,diostuitero,1
Ana Zorrilla Torras,rosadiezglez,1
Evaristo Rodriguez R,AntonioMaestre,1
Giuliano,ultimenotizie,1
M. C.,CiudadanosCs,1
MADRE EN LUTO!,ChuoTorrealba,1
Jimmy A. Carias,arendon1970,1
Ubaldo Diaz,edoilustrado,1
Mati mon II*II,govern,1
Fonky,rosamariaartal,1
@r_estan,meslackman,1
lluna vermella,iaiestaran,1
Jennifer Rodr�guez.,ActualidadRT,1
(((#DefensemDDHH))),ignasigallart,1
Alasdair Laing,AngusRobertson,1
Pau Cerqueda,vilallongapac,1
Paco Gil D�az,el_pais,1
?Nur@ddeen?,CatalanEdition,1
Its a Bell????,davidbroncano,1
Drake,324cat,1
AlbertMas #DUI,Candeliano,1
Laureano De Paoli,dmbatlle,1
vic gom,AntonioMaestre,1
Camilo Rodr�guez,paulmasonnews,1
Elanie Cardenas,RT_com,1
Julio Arturo Sanchez,PrometeoNuclear,1
Nour_Al Islam,AnitaBotwin,1
Plan�te Bar�a,pbmostoles2053,1
Unai Monreal,Bekamokhe,1
Furrybootsru,GussyJackson,1
carmen reyes,guruchuirer,1
PotxonsALaCarta,NaomiAKlein,1
M�nica Mart�nez,indiescabreados,1
Espr�guel,DaniMateoAgain,1
Ya & za,Sorayapp,1
Laura Hidalgo ?,IgnatiusFarray1,1
Miguel Lopez,vox_es,1
Rafa MnPd,diostuitero,1
Snivi,davidbroncano,1
Virginia Priest,CNN,1
Eduardo Uribe,elfaradio,1
Eugeni Mas,Josepcapella,1
Josep Sanahuja,elnacionalcat,1
Arelis Ramones,9soro,1
S�lvia Emilio Pou,jordievole,1
R�ul,IgnatiusFarray1,1
Segundo Bastidas,teleSURtv,1
Santiago Pelayo,pepito_garca,1
1899,LaVanguardia,1
Didi,mossos,1
Miguel,masademocrata,1
Jan Carbonell ?,JulianAssange,1
Orwell XXI,EspejoPublico,1
Joan Mart�,ARA_mon,1
lourdes,airedelluna,1
Pepito Palote,LOngJOhnS1lv3r,1
Republica catalana,Le_Figaro,1
Dun�ta #1O votarem,AlbertFarrerons,1
J.R. Quick,JulianAssange,1
Andrew,OwenThompson,1
Pedro,elconfidencial,1
maf,____tuan,1
El Bixo,LaVanguardia,1
�ngel Sanchidri�n,javiersarellno,1
Tay's Milk Mustache,PeterSweden7,1
tatiana  kosin,Watcher_Ven,1
Jose Fernandez-Vidal,cmgorriaran,1
Andrea.,RealMurphys,2
REPUBLICANA?,agarzon,1
Roissacha,RoisSacha,1
Nat�lia Garc�a Nieto,saunix,1
dese???�scara?g?bS,radiocable,1
Tinissimus,catalannews,1
Granada Vida Apuntes,JosPastr,1
Jose Alca,Pablo_Iglesias_,1
David Threlfall,Telegraph,1
Pera-limonera,TrollingSir,1
Raquel Bc.,IgnatiusFarray1,1
LouMacGuffin,joaki_sevilla,1
Beatriz Sarasvati,JuanDiegoBotto,1
Jim,EDWESTERNSNP,1
Pelu ov Svitjod,falvarezbraga,1
Carla,MMalaverM,1
Alberto Cornejo,AlvaroLaParra,1
Ring of fire,AnitaBotwin,1
jacky diaz,mrmcf11,1
S�lvia ?He votat S�?,elpidiojsilva,1
DAVID FERN�NDEZ,Pablo_Iglesias_,1
Lucila Barrios,marianorajoy,2
R F R,cav_carmen,1
DiosEsChavista,Agus_Martinez58,1
personahumana,LaVanguardia,1
JBeltran,eldiarioes,1
Sixto Mendieta ??,elmundoes,1
Juth Alcaraz ?,pereceron,1
Mar Benavent,anticapi,1
kisco,POLITICOEurope,1
desi ?,davidbroncano,1
Carles Terr�,Telegraph,1
Roger Ferrer,Pablo_Iglesias_,1
Kenny_G,CNN,1
SenyeraEstelada #DUI,milacamomilla,1
mmesoner,davidbroncano,1
El Galante Bogavante,El_Conde_Chico,1
Jaume Manyoses,Apocencat,1
Luis Huacuja Acevedo,drexlerjorge,1
El Colibr�,ObservadBinario,1
Nawale,elpidiojsilva,1
Hexe,norcoreano,1
? Zukie ?,CallMePains,1
Ana Benavides,CesarPerezVivas,1
Jaime Crespo,Muelakov,1
Borys Salazar,FCBarcelona_GO,1
J�nnifer Barber�,davidbroncano,1
Elisa Altamira,dlacalle,1
Otrebor ??,Gabrielng93,1
Jordi Cat ||*||,EdgardoRovira,1
Begonya Matesanz,324cat,1
ABC.es,abc_es,2
N�ria,catalanetcritic,1
Joan R carabanyo,EnricJuliana,1
Federico Prat Villar,lady_sackville,1
Llu�s Ferrer,catalannews,1
Sergio Gonz�lez,madeleintlSUR,1
Ray,VeraNoelia,1
SHABELA,KathyPennacchio,1
Dani,FT,1
Eloy Ca�adas Bores,Albert_Rivera,1
[p llonch m�ndez],afpfr,1
Carlos Pe�a Ventura,elmundoes,1
Perca,IzquierdaRevol,1
Un viejo limon ?,jordievole,1
Miguel �ngel BERMEJO,libertaddigital,1
Sergio! �,_OCh95,1
Santiago Navas Llama,elespanolcom,1
Maria Jose,elotrogarzon,1
Albert,ppmadrid,1
Amancio Hortera,danielogarcia17,1
PolisimoXI,TraedRuffles,1
Benem�rita,peesege,1
Jaime,lajornadaonline,1
dani pares,JulianAssange,2
??????,Edvardo_Munch,1
jaume oliver,diariARA,1
Laura Molina,____tuan,1
Skarsnich,Rubitervio,1
jaume paltor,vilallongapac,1
Otger Gabarr�,tv3cat,1
Miguel M C,PabloTilo,1
Ignasi Vegas,GINER,1
Ben Yedderinho,FranceFCB,1
Emeregildo,govern,1
Carles Andreu,XSalaimartin,1
MELO,AnitaBotwin,1
Adri� Gass�,lopezbofill,1
neomar cede�o,ConElMazoDando,1
albert #S�,MorenoG_Agustin,1
Javier Artero,marianorajoy,1
GioR,repubblica,1
ideafix ||*||,AnitaBotwin,1
Clara Jimenez,frandepan,1
Red Head ??,emilialandaluce,1
Jose reina,Fran_lliones,1
ignacio ballesta,norcoreano,1
Val�ncia Perif�ria,ForcadellCarme,2
Marcel,Roldier,1
Arturo Cortez,thoestevez,1
Jes�s Bonilla,PedroInsua1,1
The Mr. Morcego,JL_SR2015,1
Solidaridad con Vzla,marianovazkez,1
JuanCDG,Frente_Civico,1
patricia castro,Xuxipc,1
Ni Ka'ure,CNNEE,1
Caesar Schinas,acgrayling,1
R.J.,l_p_o,1
A orozco,okdiario,1
the future is female,nytimesworld,1
aarikkaa ||?||,ForcadellCarme,1
Josep,naciodigital,1
Juan Carlos Pastor,PPopular,1
Daniel Olivares,gabrielrufian,1
Esther Iglesias,toniaira,1
Javier Casares,PabloMM,1
Sebasti� Pagarolas,yanisvaroufakis,1
Claudio (aglioeolio),RobertMackey,1
Ros Martnz Tur,DolorsBoatella,1
Alfredo Ra�l Parodi,ppmadrid,1
Vicky,masademocrata,1
Jos�,carlesenric,1
TDub,kylegriffin1,1
?? annie ? ? ?,UniNoticias,1
Kar???,BringMeMyDonuts,1
Thomas Calatrello,JulianAssange,1
RAIHA NU KASEP PISAN,TheAnonJournal,1
Gilbert Martinez,NTN24,1
Furia En La Oficina,EnricJuliana,1
D4DDY,Telmometro,1
Toni de Sivatte||?||,c_cardenas_s,1
Fiz,AngelSalFollas,1
Chugo,davidbroncano,2
V�ctor,DaniMateoAgain,1
yeray rodr�guez,marcdobrev,1
Marcuspiula,btvnoticies,1
Rosa Dell Niella,jeremycorbyn,1
Nate,kylegriffin1,1
Jep centista,MorenoG_Agustin,1
war,marianorajoy,1
Yily #SoyVenezuela,InfoVzlaNet,1
jordi Marb�,AssembleaValls,1
Bel,KikeMaillo,1
orientaccio,ForcadellCarme,1
[p llonch m�ndez],MJLecha,1
Katrina Joyce,KerryForChoice,1
enraonar #568/16/116,naciopolitica,1
Miguel A. Makazaga,clamorsegovia,1
Josep,XSalaimartin,1
Colores Web,Xuxipc,1
Ranger Fit,TheBaghdadPostE,1
Remontada,anna_altisent,1
Infocentro La Piedra,begocandanga,1
Adartia ?,elmundotoday,1
Sergio?,Pablo_Iglesias_,1
Eric Guijarro I,Johnny_boy70,1
J2Cubero,JulianAssange,1
Pete,JulianAssange,1
Noticias_locales,MarkitosCsGo,1
Rodrigo Dur�n Guzm�n,CNNEE,1
Juan Urcola,AlexCasado8,1
Susa Belotodo,HoyPorHoy,1
Vitor Pereira,FlamengoResenha,1
Daniel M�ndez,albertopgimenez,1
Francisco N.,interiorgob,1
Jose Ant. Escalera,AlfonsoRojoPD,1
sergi malga,elnacionalcat,1
DaniLA,govern,1
cristian suarez,Aballbona,1
Alterego,LaVanguardia,1
Joan **DUI**,Radiolamina,1
#SeamosFiscales,DavidKuver,1
CONTAD.TRIBUTARISTA,GustavoBolivar,1
Jos� L. Ar�valo,juanma_rguez,1
Francisco Fernandez,CiudadanosCs,1
juan tri ma,cmgorriaran,1
Luc�a ?,luciamallen98,1
Jessica Bullock,rtvbn1,1
Renato Maciel,andresiniesta8,1
j�sh dun?,cxlturx,1
Miguel Angel Arregui,AntonioMaestre,1
? Macu ?,oierfano,1
Krisa ||*||,DrFColom,1
Mario,masademocrata,1
Blai Macarro,diariARA,1
jordiibanez,DiegoPodemos,4
Antonio S�nchez,A3Noticias,1
XaviX ||*|| CAT 1/O,ref1oct,1
#AcampadaMordaza,M_AndersonSF,1
Rosalia Tejera,CiudadanosCs,2
Claudia N,apuente,1
Marypre,PabloTilo,1
King Mordics,AJENews,2
Antonio Lisandro,Pablo_Iglesias_,1
ja deia jo,antifa_granada,1
RSM,Miotroyo2parte,1
Nacho Fernandez,TraedRuffles,1
Mario,CHEB_RU,1
Missikko,EsppeonzAguirre,1
Lo TeVxi,joseantich,1
Marilyn 4 Joyce,PabloMM,1
Betis Perea,LUISPEREZPRIETO,1
Karim Gozaine,thaisilean,1
Fernando Mu�oz,nytimesworld,1
Honorable LoL Player,Pablo_Iglesias_,1
Alalba,respetocanas,1
Carlota Vizmanos,jordievole,1
felipe,PabloMM,1
?,elmundotoday,3
Paz Oca�a Ruiz,edeapie,1
JVdhA???1.O???rev,JoelJoanJuve,1
Periodismo en buseta,GaelGarciaB,1
lunadelsur51,MontseHuffPost,1
mcatat beta,CNN,1
anderson navas,AnonymousPatria,2
Toni ...,revistamongolia,1
KINGS ARE COMING!?,ierrejon,1
Kay altuve,DianaGZerpa1,4
Texto de Ejemplo.,eLCris1017,1
Gurutz,elmundotoday,1
Jos� M. Hern�ndez V.,antoniofraguas,1
Valentina M. R�a,PaharitoAsul,1
Fran #HM ??,AntonioRNaranjo,1
wally,KRLS,1
Jos� Hern�ndez,miki_6688,1
(((Corto Maltese))),ANCTarragona,1
osvaldo bustamante,MielyMerken,1
kaky,MiguelUrban,1
caramelito 1,NTN24,1
Borja Juan,vilallongapac,1
Mauro Matarredona,Carles_Porta,1
Juana Burguera,elEconomistaes,1
Screamin' J Juanjis,alejandrosanmo,1
oscarta,elmundotoday,1
Fl�,XSalaimartin,1
Somos Uno,toniaira,1
Albert Raurell,AntonioMaestre,1
skywalker,sampinsss,1
Vicente Bellver,albert_dmcat,1
TanSoloJusticia.net,policia,1
GM?,CNNEE,1
SNAGA,BoogiemanFtw,1
Santolaria,TraedRuffles,1
Javier Alem�n Uris,jalemanuris,1
Oscar Pe�a,TroyanoPay,1
JLuis#Zimmerwald?,Guillemmartnez,1
LUNES Adoctrinator?,pereceron,1
Doctor J,JulianAssange,1
lluna vermella,DretsCat,1
Albert Brias,GINER,1
Daniele Alonso,mossos,1
Javier Marmolejo,ActualidadRT,1
irving alfaro,ActualidadRT,1
Gemma Pedr�s,masademocrata,1
Neus  Tumultu�ria,catalannews,1
Pau Claris,ReusDiari,1
LegioN,TraedRuffles,1
La Xina Del Raval,chafarderos,1
juampe lopez,elmundoes,1
PEIXORIENT,dockerspain,1
VOX L�RIDA,VoxLerida,1
karen brian,Reuters,1
Ikidu Auren Auren,MartaEscriva_Cs,1
Sito Fernandandez,jacintfelip,1
Mo,Pablo_Iglesias_,1
Jesus Medina,ActualidadRT,2
Rafael Moyano G�mez,Dianavaro,1
Aliber con A,LaVanguardia,1
Rebeca Santos,el_pais,1
Erica #EnsVolemVives,jordievole,1
????J�Ka???�?,joaquinmatas,1
M A R L U,mercg09,1
Mireia Mas,sorluciacaram,1
Rafael Mauleon,Josep_Orra,1
xebi,SusodeToro1,1
Denofilos,ImMESS10nante,1
Cl@u,TognettiDaniel,1
FlashNoseCat,SergioYaExistia,1
Elen M,pereceron,1
Nora Karma,peterwriter,1
Roberto Santos x 2,eldiarioes,1
De BCN al Mundo,DiegoPodemos,1
Aitoraran,inesitaterrible,1
Pamy,EspejoPublico,1
ParaNoix,JoseJPriego,1
Golden Veins.,pablomy92,1
Fede,elespanolcom,1
noelia,sextaNoticias,1
Shut up Mauro! ??,HassNassar,1
Dani�,Profeta_Baruc,1
S Garcia,pnique,1
Satara,Garciaporca,1
mcastillaroy,EsppeonzAguirre,1
P?????? S??s?? ?,MattyLL,1
BUY FOLLO?ERS :ydt,MiguelUrban,1
Anjo Amenedo,enconflictu,1
#Catalonia,ReportUK,1
JosepArnau #1OVotaS�,antifa_granada,1
DoMa,AutonomiaSlaska,1
Javier Carrion,joluga68,1
Roberta,JulianAssange,1
Oriol,Hibai_,1
David V,ActualidadRT,1
Anxelin,JornadaSanLuis,1
carlota ferrer,JesusCintora,1
Alicia Granados,nytimes,1
fain�ant cynique,hugoclement,1
Alain Urizar,jordievole,1
Santiago Armesilla,vicsiemon,1
Pamina ???,Coordinadora25S,1
Carlos Segu�,Pablo_Iglesias_,1
Nicol�s,blonstark,1
Dra. Cooper,EsppeonzAguirre,1
Spooky Tre,rmdbutler,1
Tati,IgnatiusFarray1,1
magda campos g�mez,Marco_Teruggi,1
Ricard Talavera Vara,mossos,1
ElviraRBarajas,iescolar,1
Pastafari Sedici�s,XaioTro,1
????Blake????,kylegriffin1,1
Jos� M� Garc�a,GeekIndignado,1
D,AntonioMaestre,1
Huasita,el_pais,1
Sergi Renales 1-O ?,joseantich,1
JorDUI Boada ||*||,XavierVallsSilv,1
julio M�rquez,ChuoTorrealba,1
Daniela Bola�os C,DLaraF,1
manuel soca,agarzon,1
Richard Calvin,jaumeclotet,1
Julio Pati�o,Sr_Dios,1
Manu Rold�n,PabloMM,1
Jamie,rtvbn1,1
Roja EsLa,AnaJoseManuel,1
Jesus Armenta,abasave,1
Martinelli,PioMoa1,1
Juana@Juana,arieljalil20052,1
Albert Maruny,OriolOrfila,1
Moltisanti.,TheTodo,1
Carl Malbern,GINER,1
Andreu,CriMartini,1
Ian Monfort,David_Crespo01,1
Joan  ||*|| S�,wikileaks,1
Rub�n,Villarejo,1
Piadoso,SECCIONXXII,1
Manu Coach,JosPastr,1
Flanagan McPhee,SrTqsmqs,1
El barrendero,carlosdavidgf,1
Mireia Henao,x_tic,1
Pep Estepa,jordisendra,1
Antonio L�pez Quince,DaniMateoAgain,1
JMGG,carlesenric,1
josegregoriocolina,ActualidadRT,1
Joan Crusells,20m,1
Clemente,c_cardenas_s,1
gaticoluke,ierrejon,1
Vasarahammer,Herr_Meenzer,1
MVM,Alacontra,1
Alba,324cat,1
MARISOL HERNANDEZ,Guaschcope,1
ELBEBEARIES,Watcher_Ven,1
M�daro Branver,mossos,1
Gadea Santamar�a,davidbroncano,1
Sam?,miaue,1
David,AnitaBotwin,1
Melian,KRLS,1
John Doe,diostuitero,1
sarita vargas,RicardoACalleja,1
Emma Toscano iMart�n,agarzon,2
Elvira Pa�s,naciodigital,1
sapiens73sapiens,pegaso6038,1
Albert Carerach,elnacionalcat,1
Jordi Borrell,diariARA,1
fco javier,forogc,1
Ni�oMel�n #MafiaPP,agarzon,1
Teresa,A3Noticias,1
S�lviaVila ||*||,antifa_granada,1
Jordi Fernandez,Cazatalentos,1
Ross Forsyth,WriterInPyjamas,1
Esteban Casanova,guardiacivil,1
Lucha por ti ?,chavezypichon,1
Isma,DiegoPodemos,1
Joan M. Altay� Tormo,govern,2
Josepa Alsina Ferrer,elnacionalcat,1
VENEZOLANO PURO,madeleintlSUR,2
Agust�n Lagunas,pereceron,1
Carlos P�rez,elnacionalcat,1
Primavera,okdiario,1
Mcnolo qb,left_voice,1
Cabinet,FCBarcelonaFl,2
JoeyJoJo Shabadoo,KRLS,1
Adri�n Gonz�lez N.,Gabrielopev,1
Anna Corts Ribes,KRLS,1
Bel�n Lara,elmundotoday,1
Javi,TraedRuffles,2
Ji Home,Xuxipc,1
Elvira,elperiodico_cat,1
mercedes hidalgo,Pablo_Iglesias_,1
Anna Farr�,quimsb,1
El Propio Y�,NoticiasRCN,1
Hugo Correa,ActualidadRT,1
Pepe,IgnatiusFarray1,1
Alberto Lema,_ju1_,1
Manuel Jes�s Ruiz,marianorajoy,1
repelente af,Rockmantica,1
Joana Velarde,Luis_Endera,1
Jos� Mental,IgnatiusFarray1,1
Clau.,jordievole,1
Antxon Rodr�guez,RaphaelMinder,1
Ma Eug Perret-Gentil,el_pais,1
lluna vermella,xapo_,1
Pere Casas Coma,ForcadellCarme,1
Marcel Farran,martarovira,1
Guillermo Rodr�guez,joosearodriguez,1
Ed Manostijeras,Pablo_Iglesias_,1
Nano,ldpsincomplejos,1
Hada Cruel ?,davidbroncano,1
Dolors Lloveras,mossos,1
Larry C.Harris,HugoCabezas78,1
JARAGAY,ramoncotarelo,1
Paqui,sanchezcastejon,1
Carlos Magista,EdgardoRovira,1
RM.Cat,jf_rojas,1
marta,marianorajoy,1
Sandra Vizuete,TeresaRodr_,1
Titania Art Gallery,catalannews,1
? C??los ??????�?,pedroj_ramirez,1
Oscar D�az Molina,AntonioMaestre,1
Torkycenobita,ahorapodemos,1
J.Luis G�mez Tej�n,forogc,1
Marta Ferran,AntonioMaestre,1
Art Vandelay,insidegame,1
Africa,Xuxatronnn,2
eric,Pberraondo,1
pedro ramos urarte,JosPastr,1
Ant�gona1984,pepito_garca,1
meadz86 ?????,ThomasVLinge,1
Manolo Cash,SilexCarlos,1
Contramedios,SSantiagosegura,1
Eduardo Pallares,JuanDiegoBotto,1
Jose Alberto,pablomy92,1
?????? ????????? ?,vicsiemon,1
Vicente Torroglosa,_ElCirculo_,1
Merc� andechaga,govern,1
David G�mez,JuanLuisOrtegaG,1
Javier,enriquedediegov,1
LUCY ??,jmdelalamo,1
Xevi Cases,CarlesMundo,1
Xavi0901,davidbroncano,1
CH_ABISMO #TAC,chessgoth,1
Adria Fores Herranz,GINER,1
Seaghn Higgins ?,AlSuraEnglish,1
@mallalloes,Herzogoff,1
marc II*II,SusodeToro1,1
Noctambula,KathyPennacchio,1
askari,AFP,1
Kishpa,XavierDomenechs,1
Roberto Silva,GAMBA_CL,1
Malpaso,JorgeBustos1,1
A.,marcamotor,1
Un [sedici�s] m�s,KRLS,1
Diego Castro,blonstark,1
Aikido Badajoz,RaulFdezJodar,1
NOTICIAS RADIOCABLE,radiocablecom,2
Eva  #HEM VOTAT,324cat,1
T�nia li*il,toniaira,1
Lory,pablomy92,1
DAVID KENNEDY,Channel4News,1
Mario rodrigo,iescolar,1
arlad arroyo,piedadcordoba,1
? Left Juan ??,Angry_Voice,1
Jos� Jim�nez,insecticidatv,1
Sergio Pacheco,JosPastr,1
Moma,elconfidencial,1
Josep Guilera,shinnoshanno,1
Jesus Martinez,JesusCintora,1
Angel,guardiacivil,1
marc busto,perezreverte,1
Amparo Gast�n,Guerraeterna,1
Jes�s Escalona,fanzinero,1
Rosa Fernandez,InfoVzlaNet,1
Ramon Cam�,DesInfoCAT,1
Alfonso,springsteen_81,1
Siempre?,jcvelez,1
#Independ�nciaCAT,ActualidadRT,1
Jos� Gallardo,desdelamoncloa,1
good looking flaite,MielyMerken,1
Josep Guilera,NoticiasONU,1
Ser Cliente,BalazsMatocza,1
Carmen Escobar,Gbastidas,1
Alejandro Fragoso,lasillarota,2
Carles Oliver,salvadorcardus,1
Negro Zaino,mossos,1
V de Vallejo,davidbroncano,1
Max van der Linden,juspursuit,1
�ngela ?,marcdobrev,1
Aitor Moreno Brasero,PPculpables,1
Llibert #S� ??,jaumeclotet,1
Varudy,XSalaimartin,2
Jordi Gran� Ortega,puntinho10,1
Javier Torres,jorgeramosnews,1
Anna Pla,NoticiasONU,1
Esteban Sabat� G.,vilallongapac,1
Tamara Linares,EPBaleares,1
leo cova,LaikaOrbital,1
Jose Aceituno,agarzon,1
Lord Draztor,nytimes,1
Learsi de Dip,MiguelUrban,1
Jaume Garreta,marianorajoy,1
SeizeSociety,begocandanga,1
marco ploegsma,Ruptly,1
LAFiko,jeremycorbyn,1
Miguel Rodriguez,oneto_p,1
Jordi Vila ?,Telegraph,1
i n � s,el_pais,1
Indir@ ????,Chaposoto,1
Cris?,Coponnnn,1
Albert Rammstein,teleSURtv,1
HEXACAMPEON,publico_es,1
Karin Quintero Regos,AntonioOrtugno,1
(((Radio K-OSO))),JulianAssange,1
Ricardo Behrens,LFernandoChL,1
Luisha,Spain_Cristiana,1
Lady Madrid,Sara_Villaronte,1
Carlos A. Pais,ValentiEsteban,1
FCR,CNNEE,1
Cel Ras,SusodeToro1,1
JM,marianorajoy,1
Don Daniel LoLoLo,govern,1
Andrei Bejenaru,324cat,1
J. L. Castro de Paz,noticias_cuatro,1
Unicorn Asura,hxllands,1
Beetlejuice ??,elLokoOnFire,1
Jose Paredes Rojo,davidbroncano,1
Harto d estar Harto,20m,1
La Voz Del Pueblo,agarzon,1
imagine,patricialopezl,1
Robert Pujol,MainatJM,1
LIVING THE DAY ?,KRLS,1
Lourdes,JulianAssange,1
Mar�a Teresa P�rez,ChuoTorrealba,1
Santiago,NBCNews,1
Eu,onedollarpizza,1
?Perversa y Sexy?,FAKingsPorno,1
Ma. Gabriela Marin,DPresidencia,1
Paqui Muy ROJA,NievesPeres,2
Suso Santos,mossos,1
Evelio Rodriguez,hermanntertsch,1
Frikiteacher,rosamariaartal,1
Cristina Contera,20m,1
I Accidentally,cnnbrk,1
antonluca cuoco,FerdiGiugliano,1
Astolph,Santi_ABASCAL,1
Rafael P�rez,danisandanisan4,1
JOSE J. TORNERO,luciadelafuente,1
OOR LESLEY,RogueCoder250,1
